Ship,Class,Type,Engineering,Experimental,ShieldStrength,RegenRate,ExpRes,KinRes,ThermRes
Alliance Chieftain,3,Bi-Weave,Thermal resistant,Hi-Cap,84.8828,1.8,0.5,0.72,0.6
Alliance Chieftain,3,Bi-Weave,Thermal resistant,Thermo Block,77.6758,1.8,0.5,0.72,0.552
Alliance Chieftain,3,Bi-Weave,Thermal resistant,Multi-weave,80.0781,1.8,0.485,0.6984,0.582
Alliance Chieftain,3,Bi-Weave,Kinetic resistant,Fast Charge,80.0781,2.07,0.5075,0.3045,1.4007
Alliance Chieftain,3,Bi-Weave,Kinetic resistant,Force Block,77.6758,1.8,0.5,0.276,1.38
Alliance Chieftain,3,Bi-Weave,Kinetic resistant,Hi-Cap,84.8828,1.8,0.5,0.3,1.38
Alliance Chieftain,3,Bi-Weave,Kinetic resistant,Thermo Block,77.6758,1.8,0.5,0.3,1.2696
Alliance Chieftain,3,Bi-Weave,Kinetic resistant,Multi-weave,80.0781,1.8,0.485,0.291,1.3386
Alliance Chieftain,3,Normal,Reinforced,Fast Charge,193.3078,1.15,0.4238,0.5085,1.017
Alliance Chieftain,3,Normal,Reinforced,Force Block,187.5046,1,0.4175,0.4609,1.002
Alliance Chieftain,3,Normal,Reinforced,Hi-Cap,204.9143,1,0.4175,0.501,1.002
Alliance Chieftain,3,Normal,Reinforced,Thermo Block,187.5046,1,0.4175,0.501,0.9218
Alliance Chieftain,3,Normal,Reinforced,Multi-weave,193.3078,1,0.405,0.486,0.9719
Alliance Chieftain,3,Normal,Thermal resistant,Fast Charge,140.0781,1.15,0.5075,0.7308,0.609
Alliance Chieftain,3,Normal,Thermal resistant,Force Block,135.8758,1,0.5,0.6624,0.6
Alliance Chieftain,3,Normal,Thermal resistant,Hi-Cap,148.4828,1,0.5,0.72,0.6
Alliance Chieftain,3,Normal,Thermal resistant,Thermo Block,135.8758,1,0.5,0.72,0.552
Alliance Chieftain,3,Normal,Thermal resistant,Multi-weave,140.0781,1,0.485,0.6984,0.582
Alliance Chieftain,3,Normal,Kinetic resistant,Fast Charge,140.0781,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,3,Normal,Kinetic resistant,Force Block,135.8758,1,0.5,0.276,1.38
Alliance Chieftain,3,Normal,Kinetic resistant,Hi-Cap,148.4828,1,0.5,0.3,1.38
Alliance Chieftain,3,Normal,Kinetic resistant,Thermo Block,135.8758,1,0.5,0.3,1.2696
Alliance Chieftain,3,Normal,Kinetic resistant,Multi-weave,140.0781,1,0.485,0.291,1.3386
Alliance Chieftain,3,Prismatic,Reinforced,Fast Charge,276.1078,1.15,0.4238,0.5085,1.017
Alliance Chieftain,3,Prismatic,Reinforced,Force Block,267.8246,1,0.4175,0.4609,1.002
Alliance Chieftain,3,Prismatic,Reinforced,Hi-Cap,292.6743,1,0.4175,0.501,1.002
Alliance Chieftain,3,Prismatic,Reinforced,Thermo Block,267.8246,1,0.4175,0.501,0.9218
Alliance Chieftain,3,Prismatic,Reinforced,Multi-weave,276.1078,1,0.405,0.486,0.9719
Alliance Chieftain,3,Prismatic,Thermal resistant,Fast Charge,200.0781,1.15,0.5075,0.7308,0.609
Alliance Chieftain,3,Prismatic,Thermal resistant,Force Block,194.0758,1,0.5,0.6624,0.6
Alliance Chieftain,3,Prismatic,Thermal resistant,Hi-Cap,212.0828,1,0.5,0.72,0.6
Alliance Chieftain,3,Prismatic,Thermal resistant,Thermo Block,194.0758,1,0.5,0.72,0.552
Alliance Chieftain,3,Prismatic,Thermal resistant,Multi-weave,200.0781,1,0.485,0.6984,0.582
Alliance Chieftain,3,Prismatic,Kinetic resistant,Fast Charge,200.0781,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,3,Prismatic,Kinetic resistant,Force Block,194.0758,1,0.5,0.276,1.38
Alliance Chieftain,3,Prismatic,Kinetic resistant,Hi-Cap,212.0828,1,0.5,0.3,1.38
Alliance Chieftain,3,Prismatic,Kinetic resistant,Thermo Block,194.0758,1,0.5,0.3,1.2696
Alliance Chieftain,3,Prismatic,Kinetic resistant,Multi-weave,200.0781,1,0.485,0.291,1.3386
Alliance Chieftain,4,Bi-Weave,Reinforced,Fast Charge,175.1298,2.07,0.4238,0.5085,1.017
Alliance Chieftain,4,Bi-Weave,Reinforced,Force Block,169.8679,1.8,0.4175,0.4609,1.002
Alliance Chieftain,4,Bi-Weave,Reinforced,Hi-Cap,185.6336,1.8,0.4175,0.501,1.002
Alliance Chieftain,4,Bi-Weave,Reinforced,Thermo Block,169.8679,1.8,0.4175,0.501,0.9218
Alliance Chieftain,4,Bi-Weave,Reinforced,Multi-weave,175.1298,1.8,0.405,0.486,0.9719
Alliance Chieftain,4,Bi-Weave,Thermal resistant,Fast Charge,126.9057,2.07,0.5075,0.7308,0.609
Alliance Chieftain,4,Bi-Weave,Thermal resistant,Force Block,123.0985,1.8,0.5,0.6624,0.6
Alliance Chieftain,4,Bi-Weave,Thermal resistant,Hi-Cap,134.52,1.8,0.5,0.72,0.6
Alliance Chieftain,4,Bi-Weave,Thermal resistant,Thermo Block,123.0985,1.8,0.5,0.72,0.552
Alliance Chieftain,4,Bi-Weave,Thermal resistant,Multi-weave,126.9057,1.8,0.485,0.6984,0.582
Alliance Chieftain,4,Bi-Weave,Kinetic resistant,Fast Charge,126.9057,2.07,0.5075,0.3045,1.4007
Alliance Chieftain,4,Bi-Weave,Kinetic resistant,Force Block,123.0985,1.8,0.5,0.276,1.38
Alliance Chieftain,4,Bi-Weave,Kinetic resistant,Hi-Cap,134.52,1.8,0.5,0.3,1.38
Alliance Chieftain,4,Bi-Weave,Kinetic resistant,Thermo Block,123.0985,1.8,0.5,0.3,1.2696
Alliance Chieftain,4,Bi-Weave,Kinetic resistant,Multi-weave,126.9057,1.8,0.485,0.291,1.3386
Alliance Chieftain,4,Normal,Reinforced,Fast Charge,257.9298,1.15,0.4238,0.5085,1.017
Alliance Chieftain,4,Normal,Reinforced,Force Block,250.1879,1,0.4175,0.4609,1.002
Alliance Chieftain,4,Normal,Reinforced,Hi-Cap,273.4136,1,0.4175,0.501,1.002
Alliance Chieftain,4,Normal,Reinforced,Thermo Block,250.1879,1,0.4175,0.501,0.9218
Alliance Chieftain,4,Normal,Reinforced,Multi-weave,257.9298,1,0.405,0.486,0.9719
Alliance Chieftain,4,Normal,Thermal resistant,Fast Charge,186.9057,1.15,0.5075,0.7308,0.609
Alliance Chieftain,4,Normal,Thermal resistant,Force Block,181.2985,1,0.5,0.6624,0.6
Alliance Chieftain,4,Normal,Thermal resistant,Hi-Cap,198.12,1,0.5,0.72,0.6
Alliance Chieftain,4,Normal,Thermal resistant,Thermo Block,181.2985,1,0.5,0.72,0.552
Alliance Chieftain,4,Normal,Thermal resistant,Multi-weave,186.9057,1,0.485,0.6984,0.582
Alliance Chieftain,4,Normal,Kinetic resistant,Fast Charge,186.9057,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,4,Normal,Kinetic resistant,Force Block,181.2985,1,0.5,0.276,1.38
Alliance Chieftain,4,Normal,Kinetic resistant,Hi-Cap,198.12,1,0.5,0.3,1.38
Alliance Chieftain,4,Normal,Kinetic resistant,Thermo Block,181.2985,1,0.5,0.3,1.2696
Alliance Chieftain,4,Normal,Kinetic resistant,Multi-weave,186.9057,1,0.485,0.291,1.3386
Alliance Chieftain,4,Prismatic,Reinforced,Fast Charge,340.7298,1.15,0.4238,0.5085,1.017
Alliance Chieftain,4,Prismatic,Reinforced,Force Block,330.5079,1,0.4175,0.4609,1.002
Alliance Chieftain,4,Prismatic,Reinforced,Hi-Cap,361.1736,1,0.4175,0.501,1.002
Alliance Chieftain,4,Prismatic,Reinforced,Thermo Block,330.5079,1,0.4175,0.501,0.9218
Alliance Chieftain,4,Prismatic,Reinforced,Multi-weave,340.7298,1,0.405,0.486,0.9719
Alliance Chieftain,4,Prismatic,Thermal resistant,Fast Charge,246.9057,1.15,0.5075,0.7308,0.609
Alliance Chieftain,4,Prismatic,Thermal resistant,Force Block,239.4985,1,0.5,0.6624,0.6
Alliance Chieftain,4,Prismatic,Thermal resistant,Hi-Cap,261.72,1,0.5,0.72,0.6
Alliance Chieftain,4,Prismatic,Thermal resistant,Thermo Block,239.4985,1,0.5,0.72,0.552
Alliance Chieftain,4,Prismatic,Thermal resistant,Multi-weave,246.9057,1,0.485,0.6984,0.582
Alliance Chieftain,4,Prismatic,Kinetic resistant,Fast Charge,246.9057,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,4,Prismatic,Kinetic resistant,Force Block,239.4985,1,0.5,0.276,1.38
Alliance Chieftain,4,Prismatic,Kinetic resistant,Hi-Cap,261.72,1,0.5,0.3,1.38
Alliance Chieftain,4,Prismatic,Kinetic resistant,Thermo Block,239.4985,1,0.5,0.3,1.2696
Alliance Chieftain,4,Prismatic,Kinetic resistant,Multi-weave,246.9057,1,0.485,0.291,1.3386
Alliance Chieftain,5,Bi-Weave,Reinforced,Fast Charge,251.1582,2.53,0.4238,0.5085,1.017
Alliance Chieftain,5,Bi-Weave,Reinforced,Force Block,243.6155,2.2,0.4175,0.4609,1.002
Alliance Chieftain,5,Bi-Weave,Reinforced,Hi-Cap,266.2237,2.2,0.4175,0.501,1.002
Alliance Chieftain,5,Bi-Weave,Reinforced,Thermo Block,243.6155,2.2,0.4175,0.501,0.9218
Alliance Chieftain,5,Bi-Weave,Reinforced,Multi-weave,251.1582,2.2,0.405,0.486,0.9719
Alliance Chieftain,5,Bi-Weave,Thermal resistant,Fast Charge,181.9987,2.53,0.5075,0.7308,0.609
Alliance Chieftain,5,Bi-Weave,Thermal resistant,Force Block,176.5387,2.2,0.5,0.6624,0.6
Alliance Chieftain,5,Bi-Weave,Thermal resistant,Hi-Cap,192.9186,2.2,0.5,0.72,0.6
Alliance Chieftain,5,Bi-Weave,Thermal resistant,Thermo Block,176.5387,2.2,0.5,0.72,0.552
Alliance Chieftain,5,Bi-Weave,Thermal resistant,Multi-weave,181.9987,2.2,0.485,0.6984,0.582
Alliance Chieftain,5,Bi-Weave,Kinetic resistant,Fast Charge,181.9987,2.53,0.5075,0.3045,1.4007
Alliance Chieftain,5,Bi-Weave,Kinetic resistant,Force Block,176.5387,2.2,0.5,0.276,1.38
Alliance Chieftain,5,Bi-Weave,Kinetic resistant,Hi-Cap,192.9186,2.2,0.5,0.3,1.38
Alliance Chieftain,5,Bi-Weave,Kinetic resistant,Thermo Block,176.5387,2.2,0.5,0.3,1.2696
Alliance Chieftain,5,Bi-Weave,Kinetic resistant,Multi-weave,181.9987,2.2,0.485,0.291,1.3386
Alliance Chieftain,5,Normal,Reinforced,Fast Charge,333.9582,1.15,0.4238,0.5085,1.017
Alliance Chieftain,5,Normal,Reinforced,Force Block,323.9355,1,0.4175,0.4609,1.002
Alliance Chieftain,5,Normal,Reinforced,Hi-Cap,354.0037,1,0.4175,0.501,1.002
Alliance Chieftain,5,Normal,Reinforced,Thermo Block,323.9355,1,0.4175,0.501,0.9218
Alliance Chieftain,5,Normal,Reinforced,Multi-weave,333.9582,1,0.405,0.486,0.9719
Alliance Chieftain,5,Normal,Thermal resistant,Fast Charge,241.9987,1.15,0.5075,0.7308,0.609
Alliance Chieftain,5,Normal,Thermal resistant,Force Block,234.7387,1,0.5,0.6624,0.6
Alliance Chieftain,5,Normal,Thermal resistant,Hi-Cap,256.5186,1,0.5,0.72,0.6
Alliance Chieftain,5,Normal,Thermal resistant,Thermo Block,234.7387,1,0.5,0.72,0.552
Alliance Chieftain,5,Normal,Thermal resistant,Multi-weave,241.9987,1,0.485,0.6984,0.582
Alliance Chieftain,5,Normal,Kinetic resistant,Fast Charge,241.9987,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,5,Normal,Kinetic resistant,Force Block,234.7387,1,0.5,0.276,1.38
Alliance Chieftain,5,Normal,Kinetic resistant,Hi-Cap,256.5186,1,0.5,0.3,1.38
Alliance Chieftain,5,Normal,Kinetic resistant,Thermo Block,234.7387,1,0.5,0.3,1.2696
Alliance Chieftain,5,Normal,Kinetic resistant,Multi-weave,241.9987,1,0.485,0.291,1.3386
Alliance Chieftain,5,Prismatic,Reinforced,Fast Charge,416.7582,1.15,0.4238,0.5085,1.017
Alliance Chieftain,5,Prismatic,Reinforced,Force Block,404.2555,1,0.4175,0.4609,1.002
Alliance Chieftain,5,Prismatic,Reinforced,Hi-Cap,441.7637,1,0.4175,0.501,1.002
Alliance Chieftain,5,Prismatic,Reinforced,Thermo Block,404.2555,1,0.4175,0.501,0.9218
Alliance Chieftain,5,Prismatic,Reinforced,Multi-weave,416.7582,1,0.405,0.486,0.9719
Alliance Chieftain,5,Prismatic,Thermal resistant,Fast Charge,301.9987,1.15,0.5075,0.7308,0.609
Alliance Chieftain,5,Prismatic,Thermal resistant,Force Block,292.9387,1,0.5,0.6624,0.6
Alliance Chieftain,5,Prismatic,Thermal resistant,Hi-Cap,320.1186,1,0.5,0.72,0.6
Alliance Chieftain,5,Prismatic,Thermal resistant,Thermo Block,292.9387,1,0.5,0.72,0.552
Alliance Chieftain,5,Prismatic,Thermal resistant,Multi-weave,301.9987,1,0.485,0.6984,0.582
Alliance Chieftain,5,Prismatic,Kinetic resistant,Fast Charge,301.9987,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,5,Prismatic,Kinetic resistant,Force Block,292.9387,1,0.5,0.276,1.38
Alliance Chieftain,5,Prismatic,Kinetic resistant,Hi-Cap,320.1186,1,0.5,0.3,1.38
Alliance Chieftain,5,Prismatic,Kinetic resistant,Thermo Block,292.9387,1,0.5,0.3,1.2696
Alliance Chieftain,5,Prismatic,Kinetic resistant,Multi-weave,301.9987,1,0.485,0.291,1.3386
Alliance Chieftain,6,Bi-Weave,Reinforced,Fast Charge,313.0301,3.68,0.4238,0.5085,1.017
Alliance Chieftain,6,Bi-Weave,Reinforced,Force Block,303.6312,3.2,0.4175,0.4609,1.002
Alliance Chieftain,6,Bi-Weave,Reinforced,Hi-Cap,331.8079,3.2,0.4175,0.501,1.002
Alliance Chieftain,6,Bi-Weave,Reinforced,Thermo Block,303.6312,3.2,0.4175,0.501,0.9218
Alliance Chieftain,6,Bi-Weave,Reinforced,Multi-weave,313.0301,3.2,0.405,0.486,0.9719
Alliance Chieftain,6,Bi-Weave,Thermal resistant,Fast Charge,226.8334,3.68,0.5075,0.7308,0.609
Alliance Chieftain,6,Bi-Weave,Thermal resistant,Force Block,220.0284,3.2,0.5,0.6624,0.6
Alliance Chieftain,6,Bi-Weave,Thermal resistant,Hi-Cap,240.4434,3.2,0.5,0.72,0.6
Alliance Chieftain,6,Bi-Weave,Thermal resistant,Thermo Block,220.0284,3.2,0.5,0.72,0.552
Alliance Chieftain,6,Bi-Weave,Thermal resistant,Multi-weave,226.8334,3.2,0.485,0.6984,0.582
Alliance Chieftain,6,Bi-Weave,Kinetic resistant,Fast Charge,226.8334,3.68,0.5075,0.3045,1.4007
Alliance Chieftain,6,Bi-Weave,Kinetic resistant,Force Block,220.0284,3.2,0.5,0.276,1.38
Alliance Chieftain,6,Bi-Weave,Kinetic resistant,Hi-Cap,240.4434,3.2,0.5,0.3,1.38
Alliance Chieftain,6,Bi-Weave,Kinetic resistant,Thermo Block,220.0284,3.2,0.5,0.3,1.2696
Alliance Chieftain,6,Bi-Weave,Kinetic resistant,Multi-weave,226.8334,3.2,0.485,0.291,1.3386
Alliance Chieftain,6,Normal,Reinforced,Fast Charge,395.8301,1.495,0.4238,0.5085,1.017
Alliance Chieftain,6,Normal,Reinforced,Force Block,383.9512,1.3,0.4175,0.4609,1.002
Alliance Chieftain,6,Normal,Reinforced,Hi-Cap,419.5879,1.3,0.4175,0.501,1.002
Alliance Chieftain,6,Normal,Reinforced,Thermo Block,383.9512,1.3,0.4175,0.501,0.9218
Alliance Chieftain,6,Normal,Reinforced,Multi-weave,395.8301,1.3,0.405,0.486,0.9719
Alliance Chieftain,6,Normal,Thermal resistant,Fast Charge,286.8334,1.495,0.5075,0.7308,0.609
Alliance Chieftain,6,Normal,Thermal resistant,Force Block,278.2284,1.3,0.5,0.6624,0.6
Alliance Chieftain,6,Normal,Thermal resistant,Hi-Cap,304.0434,1.3,0.5,0.72,0.6
Alliance Chieftain,6,Normal,Thermal resistant,Thermo Block,278.2284,1.3,0.5,0.72,0.552
Alliance Chieftain,6,Normal,Thermal resistant,Multi-weave,286.8334,1.3,0.485,0.6984,0.582
Alliance Chieftain,6,Normal,Kinetic resistant,Fast Charge,286.8334,1.495,0.5075,0.3045,1.4007
Alliance Chieftain,6,Normal,Kinetic resistant,Force Block,278.2284,1.3,0.5,0.276,1.38
Alliance Chieftain,6,Normal,Kinetic resistant,Hi-Cap,304.0434,1.3,0.5,0.3,1.38
Alliance Chieftain,6,Normal,Kinetic resistant,Thermo Block,278.2284,1.3,0.5,0.3,1.2696
Alliance Chieftain,6,Normal,Kinetic resistant,Multi-weave,286.8334,1.3,0.485,0.291,1.3386
Alliance Chieftain,6,Prismatic,Reinforced,Fast Charge,478.6301,1.15,0.4238,0.5085,1.017
Alliance Chieftain,6,Prismatic,Reinforced,Force Block,464.2712,1,0.4175,0.4609,1.002
Alliance Chieftain,6,Prismatic,Reinforced,Hi-Cap,507.3479,1,0.4175,0.501,1.002
Alliance Chieftain,6,Prismatic,Reinforced,Thermo Block,464.2712,1,0.4175,0.501,0.9218
Alliance Chieftain,6,Prismatic,Reinforced,Multi-weave,478.6301,1,0.405,0.486,0.9719
Alliance Chieftain,6,Prismatic,Thermal resistant,Fast Charge,346.8334,1.15,0.5075,0.7308,0.609
Alliance Chieftain,6,Prismatic,Thermal resistant,Force Block,336.4284,1,0.5,0.6624,0.6
Alliance Chieftain,6,Prismatic,Thermal resistant,Hi-Cap,367.6434,1,0.5,0.72,0.6
Alliance Chieftain,6,Prismatic,Thermal resistant,Thermo Block,336.4284,1,0.5,0.72,0.552
Alliance Chieftain,6,Prismatic,Thermal resistant,Multi-weave,346.8334,1,0.485,0.6984,0.582
Alliance Chieftain,6,Prismatic,Kinetic resistant,Fast Charge,346.8334,1.15,0.5075,0.3045,1.4007
Alliance Chieftain,6,Prismatic,Kinetic resistant,Force Block,336.4284,1,0.5,0.276,1.38
Alliance Chieftain,6,Prismatic,Kinetic resistant,Hi-Cap,367.6434,1,0.5,0.3,1.38
Alliance Chieftain,6,Prismatic,Kinetic resistant,Thermo Block,336.4284,1,0.5,0.3,1.2696
Alliance Chieftain,6,Prismatic,Kinetic resistant,Multi-weave,346.8334,1,0.485,0.291,1.3386
Alliance Crusader,4,Bi-Weave,Reinforced,Fast Charge,135.9089,2.07,0.4238,0.5085,1.017
Alliance Crusader,4,Bi-Weave,Reinforced,Force Block,131.8236,1.8,0.4175,0.4609,1.002
Alliance Crusader,4,Bi-Weave,Reinforced,Hi-Cap,144.0594,1.8,0.4175,0.501,1.002
Alliance Crusader,4,Bi-Weave,Reinforced,Thermo Block,131.8236,1.8,0.4175,0.501,0.9218
Alliance Crusader,4,Bi-Weave,Reinforced,Multi-weave,135.9089,1.8,0.405,0.486,0.9719
Alliance Crusader,4,Bi-Weave,Thermal resistant,Fast Charge,98.4847,2.07,0.5075,0.7308,0.609
Alliance Crusader,4,Bi-Weave,Thermal resistant,Force Block,95.5301,1.8,0.5,0.6624,0.6
Alliance Crusader,4,Bi-Weave,Thermal resistant,Hi-Cap,104.3938,1.8,0.5,0.72,0.6
Alliance Crusader,4,Bi-Weave,Thermal resistant,Thermo Block,95.5301,1.8,0.5,0.72,0.552
Alliance Crusader,4,Bi-Weave,Thermal resistant,Multi-weave,98.4847,1.8,0.485,0.6984,0.582
Alliance Crusader,4,Bi-Weave,Kinetic resistant,Fast Charge,98.4847,2.07,0.5075,0.3045,1.4007
Alliance Crusader,4,Bi-Weave,Kinetic resistant,Force Block,95.5301,1.8,0.5,0.276,1.38
Alliance Crusader,4,Bi-Weave,Kinetic resistant,Hi-Cap,104.3938,1.8,0.5,0.3,1.38
Alliance Crusader,4,Bi-Weave,Kinetic resistant,Thermo Block,95.5301,1.8,0.5,0.3,1.2696
Alliance Crusader,4,Bi-Weave,Kinetic resistant,Multi-weave,98.4847,1.8,0.485,0.291,1.3386
Alliance Crusader,4,Normal,Reinforced,Fast Charge,218.7089,1.15,0.4238,0.5085,1.017
Alliance Crusader,4,Normal,Reinforced,Force Block,212.1436,1,0.4175,0.4609,1.002
Alliance Crusader,4,Normal,Reinforced,Hi-Cap,231.8394,1,0.4175,0.501,1.002
Alliance Crusader,4,Normal,Reinforced,Thermo Block,212.1436,1,0.4175,0.501,0.9218
Alliance Crusader,4,Normal,Reinforced,Multi-weave,218.7089,1,0.405,0.486,0.9719
Alliance Crusader,4,Normal,Thermal resistant,Fast Charge,158.4847,1.15,0.5075,0.7308,0.609
Alliance Crusader,4,Normal,Thermal resistant,Force Block,153.7301,1,0.5,0.6624,0.6
Alliance Crusader,4,Normal,Thermal resistant,Hi-Cap,167.9938,1,0.5,0.72,0.6
Alliance Crusader,4,Normal,Thermal resistant,Thermo Block,153.7301,1,0.5,0.72,0.552
Alliance Crusader,4,Normal,Thermal resistant,Multi-weave,158.4847,1,0.485,0.6984,0.582
Alliance Crusader,4,Normal,Kinetic resistant,Fast Charge,158.4847,1.15,0.5075,0.3045,1.4007
Alliance Crusader,4,Normal,Kinetic resistant,Force Block,153.7301,1,0.5,0.276,1.38
Alliance Crusader,4,Normal,Kinetic resistant,Hi-Cap,167.9938,1,0.5,0.3,1.38
Alliance Crusader,4,Normal,Kinetic resistant,Thermo Block,153.7301,1,0.5,0.3,1.2696
Alliance Crusader,4,Normal,Kinetic resistant,Multi-weave,158.4847,1,0.485,0.291,1.3386
Alliance Crusader,4,Prismatic,Reinforced,Fast Charge,301.5089,1.15,0.4238,0.5085,1.017
Alliance Crusader,4,Prismatic,Reinforced,Force Block,292.4636,1,0.4175,0.4609,1.002
Alliance Crusader,4,Prismatic,Reinforced,Hi-Cap,319.5994,1,0.4175,0.501,1.002
Alliance Crusader,4,Prismatic,Reinforced,Thermo Block,292.4636,1,0.4175,0.501,0.9218
Alliance Crusader,4,Prismatic,Reinforced,Multi-weave,301.5089,1,0.405,0.486,0.9719
Alliance Crusader,4,Prismatic,Thermal resistant,Fast Charge,218.4847,1.15,0.5075,0.7308,0.609
Alliance Crusader,4,Prismatic,Thermal resistant,Force Block,211.9301,1,0.5,0.6624,0.6
Alliance Crusader,4,Prismatic,Thermal resistant,Hi-Cap,231.5938,1,0.5,0.72,0.6
Alliance Crusader,4,Prismatic,Thermal resistant,Thermo Block,211.9301,1,0.5,0.72,0.552
Alliance Crusader,4,Prismatic,Thermal resistant,Multi-weave,218.4847,1,0.485,0.6984,0.582
Alliance Crusader,4,Prismatic,Kinetic resistant,Fast Charge,218.4847,1.15,0.5075,0.3045,1.4007
Alliance Crusader,4,Prismatic,Kinetic resistant,Force Block,211.9301,1,0.5,0.276,1.38
Alliance Crusader,4,Prismatic,Kinetic resistant,Hi-Cap,231.5938,1,0.5,0.3,1.38
Alliance Crusader,4,Prismatic,Kinetic resistant,Thermo Block,211.9301,1,0.5,0.3,1.2696
Alliance Crusader,4,Prismatic,Kinetic resistant,Multi-weave,218.4847,1,0.485,0.291,1.3386
Alliance Crusader,5,Bi-Weave,Reinforced,Fast Charge,201.935,2.53,0.4238,0.5085,1.017
Alliance Crusader,5,Bi-Weave,Reinforced,Force Block,195.8689,2.2,0.4175,0.4609,1.002
Alliance Crusader,5,Bi-Weave,Reinforced,Hi-Cap,214.0471,2.2,0.4175,0.501,1.002
Alliance Crusader,5,Bi-Weave,Reinforced,Thermo Block,195.8689,2.2,0.4175,0.501,0.9218
Alliance Crusader,5,Bi-Weave,Reinforced,Multi-weave,201.935,2.2,0.405,0.486,0.9719
Alliance Crusader,5,Bi-Weave,Thermal resistant,Fast Charge,146.3297,2.53,0.5075,0.7308,0.609
Alliance Crusader,5,Bi-Weave,Thermal resistant,Force Block,141.9398,2.2,0.5,0.6624,0.6
Alliance Crusader,5,Bi-Weave,Thermal resistant,Hi-Cap,155.1095,2.2,0.5,0.72,0.6
Alliance Crusader,5,Bi-Weave,Thermal resistant,Thermo Block,141.9398,2.2,0.5,0.72,0.552
Alliance Crusader,5,Bi-Weave,Thermal resistant,Multi-weave,146.3297,2.2,0.485,0.6984,0.582
Alliance Crusader,5,Bi-Weave,Kinetic resistant,Fast Charge,146.3297,2.53,0.5075,0.3045,1.4007
Alliance Crusader,5,Bi-Weave,Kinetic resistant,Force Block,141.9398,2.2,0.5,0.276,1.38
Alliance Crusader,5,Bi-Weave,Kinetic resistant,Hi-Cap,155.1095,2.2,0.5,0.3,1.38
Alliance Crusader,5,Bi-Weave,Kinetic resistant,Thermo Block,141.9398,2.2,0.5,0.3,1.2696
Alliance Crusader,5,Bi-Weave,Kinetic resistant,Multi-weave,146.3297,2.2,0.485,0.291,1.3386
Alliance Crusader,5,Normal,Reinforced,Fast Charge,284.735,1.15,0.4238,0.5085,1.017
Alliance Crusader,5,Normal,Reinforced,Force Block,276.1889,1,0.4175,0.4609,1.002
Alliance Crusader,5,Normal,Reinforced,Hi-Cap,301.8271,1,0.4175,0.501,1.002
Alliance Crusader,5,Normal,Reinforced,Thermo Block,276.1889,1,0.4175,0.501,0.9218
Alliance Crusader,5,Normal,Reinforced,Multi-weave,284.735,1,0.405,0.486,0.9719
Alliance Crusader,5,Normal,Thermal resistant,Fast Charge,206.3297,1.15,0.5075,0.7308,0.609
Alliance Crusader,5,Normal,Thermal resistant,Force Block,200.1398,1,0.5,0.6624,0.6
Alliance Crusader,5,Normal,Thermal resistant,Hi-Cap,218.7095,1,0.5,0.72,0.6
Alliance Crusader,5,Normal,Thermal resistant,Thermo Block,200.1398,1,0.5,0.72,0.552
Alliance Crusader,5,Normal,Thermal resistant,Multi-weave,206.3297,1,0.485,0.6984,0.582
Alliance Crusader,5,Normal,Kinetic resistant,Fast Charge,206.3297,1.15,0.5075,0.3045,1.4007
Alliance Crusader,5,Normal,Kinetic resistant,Force Block,200.1398,1,0.5,0.276,1.38
Alliance Crusader,5,Normal,Kinetic resistant,Hi-Cap,218.7095,1,0.5,0.3,1.38
Alliance Crusader,5,Normal,Kinetic resistant,Thermo Block,200.1398,1,0.5,0.3,1.2696
Alliance Crusader,5,Normal,Kinetic resistant,Multi-weave,206.3297,1,0.485,0.291,1.3386
Alliance Crusader,5,Prismatic,Reinforced,Fast Charge,367.535,1.15,0.4238,0.5085,1.017
Alliance Crusader,5,Prismatic,Reinforced,Force Block,356.5089,1,0.4175,0.4609,1.002
Alliance Crusader,5,Prismatic,Reinforced,Hi-Cap,389.5871,1,0.4175,0.501,1.002
Alliance Crusader,5,Prismatic,Reinforced,Thermo Block,356.5089,1,0.4175,0.501,0.9218
Alliance Crusader,5,Prismatic,Reinforced,Multi-weave,367.535,1,0.405,0.486,0.9719
Alliance Crusader,5,Prismatic,Thermal resistant,Fast Charge,266.3297,1.15,0.5075,0.7308,0.609
Alliance Crusader,5,Prismatic,Thermal resistant,Force Block,258.3398,1,0.5,0.6624,0.6
Alliance Crusader,5,Prismatic,Thermal resistant,Hi-Cap,282.3095,1,0.5,0.72,0.6
Alliance Crusader,5,Prismatic,Thermal resistant,Thermo Block,258.3398,1,0.5,0.72,0.552
Alliance Crusader,5,Prismatic,Thermal resistant,Multi-weave,266.3297,1,0.485,0.6984,0.582
Alliance Crusader,5,Prismatic,Kinetic resistant,Fast Charge,266.3297,1.15,0.5075,0.3045,1.4007
Alliance Crusader,5,Prismatic,Kinetic resistant,Force Block,258.3398,1,0.5,0.276,1.38
Alliance Crusader,5,Prismatic,Kinetic resistant,Hi-Cap,282.3095,1,0.5,0.3,1.38
Alliance Crusader,5,Prismatic,Kinetic resistant,Thermo Block,258.3398,1,0.5,0.3,1.2696
